Titel,Path,Streetname,Postalcode,Location,Price,Rooms,Area
2 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-119-3072-ostermundigen/545671/,Bernstrasse 119,3072,Ostermundigen,1380,2 ½,59 m²
1 Zimmer-Wohnung in Bern mieten,/de/wohnung/marktgasse-20-3011-bern/545210/,Marktgasse 20,3011,Bern,1120,1,32 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/ostring-21-3006-bern/541478/,Ostring 21,3006,Bern,1390,2 ½,73 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/morillonstr-40-3007-bern/530506/,Morillonstr. 40,3007,Bern,1390,2 ½,65 m²
2 Zimmer-Dachwohnung in Bern mieten,/de/wohnung/zeughausgasse-27-wohnungen-3011-bern/542277/,Zeughausgasse 27,3011,Bern,2185,2,65 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/ankerstrasse-27-3006-bern/541517/,Ankerstrasse 27,3006,Bern,1645,3,76 m²
2 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-34b-3072-ostermundigen/540944/,Bernstrasse 34b,3072,Ostermundigen,1448,2 ½,59 m²
4 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/wiesenstrasse-62-3072-ostermundigen/537838/,Wiesenstrasse 62,3072,Ostermundigen,1700,4 ½,89 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/talweg-8-3008-bern/537825/,Talweg 8,3008,Bern,1340,2,NaN
2 ½ Zimmer-Maisonette in Bern mieten,/de/wohnung/aarbergergasse-57-3011-bern/536440/,Aarbergergasse 57,3011,Bern,2375,2 ½,99 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/schonauweg-14-3007-bern/534190/,Schönauweg,3007,Bern,1499,3 ½,77 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/kramgasse-45-3011-bern/533205/,Kramgasse 45,3011,Bern,2000,2,100 m²
4 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-57-3063-ittigen/524581/,Jurastrasse 57,3063,Ittigen,1900,4 ½,100 m²
4 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-41-3063-ittigen/513592/,Jurastrasse 41,3063,Ittigen,2640,4 ½,162 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/pappelweg-8-3072-ostermundigen/525093/,Pappelweg 8,3072,Ostermundigen,1460,3 ½,64 m²
Loft in Liebefeld mieten,/de/wohnung/kirchstrasse-2-8-24-26-3097-liebefeld/527918/,Kirchstrasse 2-8 / 24-26,3097,Liebefeld,2526,NaN,139 m²
4 Zimmer-Wohnung in Bern mieten,/de/wohnung/aegertenstrasse-57-3005-bern/528753/,Aegertenstrasse 57,3005,Bern,2790,4,NaN
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/aarbergergasse-35-3011-bern/528653/,Aarbergergasse 35,3011,Bern,1545,2 ½,NaN
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/nordweg-12-3013-bern/527577/,Nordweg 12,3013,Bern,2620,3 ½,90 m²
4 Zimmer-Wohnung in Bern mieten,/de/wohnung/marktgasse-20-3011-bern/527096/,Marktgasse 20,3011,Bern,2660,4,114 m²
3 Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-15-3072-ostermundigen/524747/,Bernstrasse 15,3072,Ostermundigen,1550,3,64 m²
2 Zimmer-Wohnung in Bern mieten,/de/wohnung/kramgasse-45-3011-bern/525601/,Kramgasse 45,3011,Bern,2100,2,100 m²
2 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/gantrischstrasse-8-3006-bern/524814/,Gantrischstrasse 8,3006,Bern,1525,2 ½,73 m²
2 Zimmer-Wohnung in Bern-Fischermätteli mieten,/de/wohnung/konizstrasse-7779-3008-bern-fischermatteli/520509/,Könizstrasse 77/79,3008,Bern-Fischermätteli,1500,2,53 m²
4 ½ Zimmer-Wohnung in Köniz mieten,/de/wohnung/koniztalstrasse-10-3098-koniz/517633/,Köniztalstrasse 10,3098,Köniz,1760,4 ½,81 m²
3 ½ Zimmer-Wohnung in Bern mieten,/de/wohnung/kornhausplatz-7-3011-bern/517049/,Kornhausplatz 7,3011,Bern,3390,3 ½,118 m²
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/flurweg-12-3072-ostermundigen/509779/,Flurweg 12,3072,Ostermundigen,1610,3 ½,81 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/holligenstrasse-121-3008-bern/511575/,Holligenstrasse 121,3008,Bern,1545,3,73 m²
4 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-35-3063-ittigen/497697/,Jurastrasse 35,3063,Ittigen,2690,4 ½,174 m²
3 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-67-3063-ittigen/493012/,Jurastrasse 67,3063,Ittigen,1680,3 ½,84 m²
4 ½ Zimmer-Wohnung in Belp mieten,/de/wohnung/brunnenstrasse-19-3123-belp/497589/,Brunnenstrasse 19,3123,Belp,1670,4 ½,NaN
3 ½ Zimmer-Wohnung in Ostermundigen mieten,/de/wohnung/bernstrasse-25-3072-ostermundigen/490267/,Bernstrasse 25,3072,Ostermundigen,2540,3 ½,80 m²
3 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-31-3063-ittigen/467983/,Jurastrasse 31,3063,Ittigen,1630,3 ½,85 m²
3 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-25-3063-ittigen/472546/,Jurastrasse 25,3063,Ittigen,2800,3 ½,180 m²
2 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-59-3063-ittigen/460125/,Jurastrasse 59,3063,Ittigen,1630,2 ½,87 m²
4 ½ Zimmer-Wohnung in Ittigen mieten,/de/wohnung/jurastrasse-43-3063-ittigen/422926/,Jurastrasse 43,3063,Ittigen,1830,4 ½,100 m²
3 ½ Zimmer-Wohnung in Worblaufen mieten,/de/wohnung/altikofenstrasse-8-3048-worblaufen/420913/,Altikofenstrasse 8,3048,Worblaufen,1536,3 ½,79 m²
3 Zimmer-Wohnung in Bern mieten,/de/wohnung/beaumontweg-36-3007-bern/362106/,Beaumontweg 36,3007,Bern,1650,3,75 m²
1 ½ Zimmer-Möblierte Wohnung in Bern mieten,/de/wohnung/trusselstrasse-4-3014-bern/331670/,Trüsselstrasse 4,3014,Bern,2310,1 ½,24 m²
4 ½ Zimmer-Wohnung in Bolligen mieten,/de/wohnung/lutertalstr-60-3065-bolligen/287025/,Lutertalstr. 60,3065,Bolligen,2090,4 ½,141 m²
3 ½ Zimmer-Wohnung in Zollikofen mieten,/de/wohnung/aarestr-2-3052-zollikofen/265161/,Aarestr. 2,3052,Zollikofen,1510,3 ½,77 m²
2 ½ Zimmer-Maisonette in Ittigen mieten,/de/wohnung/jurastrasse-15-3063-ittigen/210468/,Jurastrasse 15,3063,Ittigen,1590,2 ½,84 m²
