index_scraped,Strasse,Nummer,Letter,Postleitzahl,Ort,Anzahl Zimmer,Flaeche m2,Preis CHF,Total,Schweiz,Ausland,Mann,Frau,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90 und mehr,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetrage-ner Partner-schaft,Aufgelöste Partnerschaft
2242_home,kramgasse,15,,3011,bern,3.0,,2150,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
2235_home,kramgasse,74,,3011,bern,1.5,38,1700,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
412_immo,kramgasse,57,,3011,bern,3.0,84,850,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
855_immo,kramgasse,29,,3011,bern,3.0,92,2490,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
895_immo,kramgasse,59,,3011,bern,2.0,,2240,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
648_immo,kramgasse,45,,3011,bern,2.0,100,2100,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
514_immo,kramgasse,39,,3011,bern,2.0,,1850,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
2112_home,kramgasse,51,,3011,bern,3.5,160,3850,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
743_immo,kramgasse,45,,3011,bern,2.0,100,2000,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
854_immo,kramgasse,29,,3011,bern,3.0,96,2559,4787,3838,949,2468,2319,198,92,76,64,189,588,709,518,394,334,318,314,259,189,197,155,107,57,29,3029,1114,127,478,0,33,6
629_flat,kranichweg,3,,3074,muri,3.5,80,1790,6210,5178,1032,2988,3222,234,287,340,303,318,230,233,304,404,433,463,483,442,364,387,455,258,161,111,2492,2832,360,496,1,23,6
680_flat,kranichweg,1,,3074,muri,4.5,97,2100,6210,5178,1032,2988,3222,234,287,340,303,318,230,233,304,404,433,463,483,442,364,387,455,258,161,111,2492,2832,360,496,1,23,6
743_flat,kranichweg,3,,3074,muri,4.5,97,2110,6210,5178,1032,2988,3222,234,287,340,303,318,230,233,304,404,433,463,483,442,364,387,455,258,161,111,2492,2832,360,496,1,23,6
958_home,kreis,11,,8052,zuerich,1.0,15,1200,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
2167_immo,kreuzbuchstr.,44,,6006,luzern,3.5,110,2250,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
2292_immo,kreuzbuchstr.,35,,6006,luzern,2.5,56,1600,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
283_home,kreuzbuchstr.,7,,6006,luzern,4.5,152,3950,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
284_home,kreuzbuchstr.,33,b,6006,luzern,2.5,56,5000,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
863_flat,kreuzhausweg,7,,6010,kriens,4.5,81,1575,24453,19206,5247,11995,12458,1194,1146,1048,1011,1500,1665,1767,1724,1565,1500,1696,1846,1477,1223,1222,1123,882,573,291,10856,10096,1355,2088,1,43,9
307_immo,kreuzstr.,64,,8008,zuerich,3.5,125,6280,16925,10654,6271,8159,8766,835,606,493,532,630,1418,1993,1801,1495,1342,1222,1047,852,708,658,515,388,229,161,9654,5032,525,1581,1,113,19
634_home,kreuzstr.,64,,8008,zuerich,3.5,125,6290,16925,10654,6271,8159,8766,835,606,493,532,630,1418,1993,1801,1495,1342,1222,1047,852,708,658,515,388,229,161,9654,5032,525,1581,1,113,19
1987_immo,krummackerstr.,15,,8406,winterthur,3.0,57,1370,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
736_home,kuegeliloostr.,85,,8046,zuerich,,,250,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
240_immo,kuegeliloostr.,99,,,f,2.5,67,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270_immo,kuerbergstr.,1,,8049,zuerich,3.5,110,3500,23603,17612,5991,11546,12057,1337,1239,997,860,1216,1578,1958,2176,1907,1677,1590,1393,1169,1019,978,941,699,517,352,12444,8017,1072,1929,1,123,17
16_immo,kuerbergstr.,24,,8049,zuerich,2.0,67,2950,23603,17612,5991,11546,12057,1337,1239,997,860,1216,1578,1958,2176,1907,1677,1590,1393,1169,1019,978,941,699,517,352,12444,8017,1072,1929,1,123,17
204_immo,kurfirstenstr.,35,,8002,zuerich,,87,3430,9573,6009,3564,4814,4759,624,465,372,290,312,908,1229,1100,842,686,653,501,356,255,317,247,170,137,109,5545,3029,290,636,1,61,11
1294_flat,kurhausstr.,2,,8703,erlenbach,4.5,159,5299,5613,4293,1320,2706,2907,268,299,308,312,284,190,279,354,393,462,497,500,356,261,235,268,165,105,77,2402,2454,257,473,0,19,7
420_immo,kursaalstr.,5,,3013,bern,3.5,91,2430,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
283_flat,kurzelaengeweg,7,a,4123,allschwil,3.5,77,1950,21374,15295,6079,10324,11050,1182,1038,964,855,910,1192,1430,1602,1557,1533,1524,1476,1294,1077,1109,1022,793,550,266,9024,9010,1207,2060,4,62,7
666_home,kyburgstr.,29,,8037,zuerich,3.0,71,2320,16065,11680,4385,7898,8167,895,619,502,383,535,1530,2197,1947,1555,1146,1068,927,733,531,444,357,260,225,211,10244,3813,519,1337,0,129,23
7_immo,lachenacker,15,,17,,1.0,29,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783_immo,lachenstr.,16,,4056,basel,3.0,69,1670,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1793_home,lachenstr.,16,,4056,basel,3.0,,1673,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
286_flat,lachenweg,5,,4125,riehen,4.0,84,1980,21705,15778,5927,10305,11400,999,1201,1247,1158,905,716,920,1248,1412,1490,1699,1703,1526,1140,1131,1173,927,675,435,8736,9558,1480,1869,1,54,7
244_flat,lachenweg,16,,4153,reinach,4.0,98,2025,19192,14618,4574,9182,10010,748,860,932,945,964,799,969,1013,1194,1390,1516,1517,1376,1088,1169,1084,840,545,243,7390,8700,1213,1849,1,35,4
49_home,laedelistr.,17,,6003,luzern,2.5,,1170,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
2383_immo,laedelistr.,4,,6003,luzern,4.0,75,1240,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
1221_flat,laegernstr.,2,,8803,bassersdorf,2.5,55,1500,6119,4086,2033,2977,3142,381,361,343,268,233,265,339,490,519,457,486,482,355,273,244,228,194,105,96,2660,2661,279,480,0,33,6
531_flat,laendlistr.,12,,3047,bremgarten,4.5,80,1745,4340,3904,436,2099,2241,199,269,236,210,176,165,168,261,316,330,327,314,266,279,280,230,156,97,61,1803,1987,222,314,0,13,1
608_flat,laengenbuehlstr.,3,,3302,moosseedorf,3.5,63,1390,4050,3215,835,2033,2017,225,213,206,202,167,278,283,316,317,258,272,281,263,246,207,134,103,55,24,1749,1746,160,376,0,16,3
2257_home,laenggassstr.,52,,3012,bern,1.0,26,896,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
422_immo,laenggassstr.,38,,3012,bern,1.0,,370,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
620_flat,laenggassstr.,108,,3012,bern,2.5,,1600,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
423_immo,laenggassstr.,40,a,3012,bern,1.0,,380,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
1003_immo,laenggassstr.,83,,3012,bern,2.5,62,1680,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
720_immo,laenggassstr.,44,,3012,bern,2.0,54,1210,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
1006_immo,laenggassstr.,75,,3012,bern,1.0,,565,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
2305_immo,laengweiherstr.,22,,6014,luzern,3.5,75,1580,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
806_flat,laengweiherstr.,22,,6014,luzern,3.5,75,1540,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
306_home,laengweiherstr.,10,,6014,luzern,2.5,56,1390,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
917_flat,laengweiherstr.,16,,6014,luzern,3.5,75,1560,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
2149_immo,lagerhausstr.,6,a,8400,winterthur,,15,1400,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
728_flat,lagerweg,4,,3013,bern,2.5,50,1430,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
609_flat,lagerweg,6,,3013,bern,1.0,30,860,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
609_immo,landhausweg,32,,3007,bern,3.0,,1890,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
2371_home,landoltstr.,7,,3007,bern,2.0,48,1270,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
594_flat,landoltstr.,60,,3007,bern,2.0,63,1300,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
856_immo,landoltstr.,107,,3007,bern,2.5,,1415,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
2199_home,landoltstr.,28,,3007,bern,3.5,78,1820,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
2358_immo,landschaustr.,19,,6006,luzern,4.5,86,1800,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
2409_immo,landschaustr.,48,,6006,luzern,2.0,33,990,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
374_home,landschaustr.,46,,6006,luzern,2.0,33,1011,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
258_home,landschaustr.,6,,6006,luzern,3.5,,2030,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
1345_immo,landskronstr.,64,,4056,basel,3.0,68,1650,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1305_immo,landskronstr.,95,,4056,basel,2.0,57,1560,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1790_home,landskronstr.,64,,4056,basel,2.0,61,1650,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1825_immo,landskronstr.,75,,4056,basel,2.5,52,1140,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1738_home,landskronstr.,75,,4056,basel,1.5,35,1150,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1516_immo,landskronstr.,58,,4056,basel,3.0,73,1490,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1976_immo,landvogt-waser-str.,14,,8405,winterthur,3.5,73,1615,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
1998_immo,landvogt-waser-str.,33,,8405,winterthur,5.5,109,1885,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
2091_immo,landvogt-waser-str.,38,,8405,winterthur,2.5,75,1730,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
2601_home,landvogtwaser-str.,92,/94,8405,winterthur,,,100,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
2619_home,landvogtwaser-str.,94,,8405,winterthur,4.5,102,2295,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
1476_flat,langacherstr.,16,,8103,unterengstringen,3.5,103,2385,3981,2943,1038,1965,2016,206,205,180,173,180,198,279,284,294,314,279,301,278,237,188,171,120,63,31,1713,1679,200,359,0,27,3
1041_home,langackerstr.,48,,8057,zuerich,3.0,65,2350,21729,15069,6660,10803,10926,1261,1099,913,804,1209,2206,2491,2117,1748,1499,1361,1234,899,773,662,579,383,307,184,12664,6581,664,1679,0,116,25
1035_home,langackerstr.,51,,8057,zuerich,2.0,,1890,21729,15069,6660,10803,10926,1261,1099,913,804,1209,2206,2491,2117,1748,1499,1361,1234,899,773,662,579,383,307,184,12664,6581,664,1679,0,116,25
390_flat,langegasse,113,,4104,oberwil,5.5,129,3125,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
356_flat,langegasse,119,,4104,oberwil,3.5,93,2440,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
266_flat,langegasse,121,,4104,oberwil,3.5,93,2460,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
270_flat,langegasse,99,,4104,oberwil,3.5,76,1770,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
1325_home,langegasse,3,,4052,basel,3.0,88,1620,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
114_flat,langegasse,131,,4104,oberwil,4.5,111,2600,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
201_flat,langegasse,37,,4104,oberwil,2.0,56,1330,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
6_flat,langegasse,123,,4104,oberwil,2.5,86,2240,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
380_flat,langegasse,105,,4104,oberwil,4.5,86,2050,11104,8476,2628,5339,5765,493,562,603,577,519,499,520,668,758,799,941,883,698,604,612,541,427,237,163,4491,5020,606,958,2,25,2
1007_flat,langensandstr.,82,,6005,luzern,2.0,43,1150,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
2341_immo,langensandstr.,48,,6005,luzern,3.5,88,1780,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
228_immo,langfurren,33,,8057,zuerich,3.0,75,2220,21729,15069,6660,10803,10926,1261,1099,913,804,1209,2206,2491,2117,1748,1499,1361,1234,899,773,662,579,383,307,184,12664,6581,664,1679,0,116,25
45_immo,langfurren,11,,8057,zuerich,3.0,70,1780,21729,15069,6660,10803,10926,1261,1099,913,804,1209,2206,2491,2117,1748,1499,1361,1234,899,773,662,579,383,307,184,12664,6581,664,1679,0,116,25
1258_flat,langgasse,29,,8400,winterthur,4.0,72,1840,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
2467_home,langgasse,96,,8400,winterthur,2.0,49,1520,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
754_home,langgruestr.,155,,8047,zuerich,3.0,60,1361,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
757_home,langgruetstr.,95,,8047,zuerich,3.0,55,1830,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
1092_home,langgruetstr.,147,,8047,zuerich,2.5,75,3100,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
200_immo,langgruetstr.,173,,8047,zuerich,3.0,66,1955,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
1369_flat,langgruetstr.,185,,8047,zuerich,4.5,147,3400,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
763_home,langgruetstr.,151,,8047,zuerich,2.5,71,2325,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
550_home,langstr.,13,,8004,zuerich,3.0,88,2700,26839,16829,10010,14451,12388,1043,728,579,548,1247,3637,4371,3269,2487,1975,1810,1438,1110,826,648,462,307,208,146,17458,5920,624,2521,4,252,59
564_home,langstr.,213,,8005,zuerich,2.0,35,1780,15382,10386,4996,8496,6886,703,493,416,347,521,1740,2580,1928,1530,1224,1133,909,638,406,312,224,123,91,64,10004,3674,266,1168,2,219,48
562_home,langstr.,230,,8005,zuerich,1.0,,1395,15382,10386,4996,8496,6886,703,493,416,347,521,1740,2580,1928,1530,1224,1133,909,638,406,312,224,123,91,64,10004,3674,266,1168,2,219,48
570_home,langstr.,213,,8005,zuerich,2.5,40,2400,15382,10386,4996,8496,6886,703,493,416,347,521,1740,2580,1928,1530,1224,1133,909,638,406,312,224,123,91,64,10004,3674,266,1168,2,219,48
933_immo,laubeggstr.,16,,3013,bern,3.0,,1680,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
899_flat,lauerzweg,1,a,6010,kriens,1.5,52,1350,24453,19206,5247,11995,12458,1194,1146,1048,1011,1500,1665,1767,1724,1565,1500,1696,1846,1477,1223,1222,1123,882,573,291,10856,10096,1355,2088,1,43,9
827_flat,lauerzweg,1,a,6010,kriens,2.5,68,1690,24453,19206,5247,11995,12458,1194,1146,1048,1011,1500,1665,1767,1724,1565,1500,1696,1846,1477,1223,1222,1123,882,573,291,10856,10096,1355,2088,1,43,9
2005_home,laufenburgerstr.,10,,4058,basel,1.5,62,1590,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1218_immo,laufenburgerstr.,10,,4058,basel,3.0,75,1585,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1439_home,laufenstr.,41,,4053,basel,1.5,49,1340,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1440_home,laufenstr.,7,,4053,basel,2.0,57,1350,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1443_home,laufenstr.,68,,4053,basel,2.0,59,1380,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1460_immo,laufenstr.,41,,4053,basel,1.5,49,1320,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1409_home,laufenstr.,19,,4053,basel,2.0,55,860,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1476_home,laufenstr.,41,,4053,basel,2.5,59,1690,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1131_home,laufenstr.,41,,4053,basel,1.5,49,1470,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1505_home,laufenstr.,4,,4053,basel,3.5,78,2030,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1136_home,laufenstr.,41,,4053,basel,3.5,80,2150,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1133_home,laufenstr.,4,,4053,basel,2.5,56,1520,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1411_home,laufenstr.,4,,4053,basel,1.0,30,900,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
774_flat,laupenackerstr.,18,,3302,moosseedorf,3.5,76,1480,4050,3215,835,2033,2017,225,213,206,202,167,278,283,316,317,258,272,281,263,246,207,134,103,55,24,1749,1746,160,376,0,16,3
794_flat,laupenackerstr.,14,,3302,moosseedorf,4.5,91,1600,4050,3215,835,2033,2017,225,213,206,202,167,278,283,316,317,258,272,281,263,246,207,134,103,55,24,1749,1746,160,376,0,16,3
1588_home,laupenring,161,,4054,basel,3.5,95,2440,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
1392_home,lautengartenstr.,13,,4052,basel,2.5,88,2960,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
2351_home,le-corbusier-platz,3,,3027,bern,4.5,87,2200,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
511_immo,le-corbusier-platz,10,,3027,bern,3.5,113,2370,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
577_immo,le-corbusier-platz,10,,3027,bern,4.5,128,2875,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
1637_flat,lebernstr.,9,,8123,ebmatingen,4.0,,1650,2857,2288,569,1415,1442,107,157,181,152,154,89,101,151,217,209,267,227,161,120,161,193,124,59,27,1154,1296,124,270,0,12,1
1197_immo,lehenmattstr.,201,,4052,basel,2.0,47,1240,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
