index_scraped,Strasse,Nummer,Letter,Postleitzahl,Ort,Anzahl Zimmer,Flaeche m2,Preis CHF,Total,Schweiz,Ausland,Mann,Frau,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90 und mehr,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetrage-ner Partner-schaft,Aufgelöste Partnerschaft
1001_home,carl-spitteler-str.,75,,8053,zuerich,2.0,88,2350,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
1011_home,carl-spitteler-str.,70,,8053,zuerich,1.5,44,3550,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
28_immo,carl-spitteler-str.,19,,8053,zuerich,4.5,88,2500,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
1002_home,carl-spitteler-str.,25,,8053,zuerich,3.5,83,2360,11147,8141,3006,5141,6006,559,562,570,443,468,518,680,805,832,808,767,711,570,564,542,665,459,359,265,5062,4243,680,1096,1,54,11
986_home,caspar-wuest-str.,58,,8052,zuerich,4.5,114,3030,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
868_flat,centralstr.,5,,6020,emmenbruecke,1.5,,850,23157,15019,8138,11697,11460,1215,1191,1169,1010,1396,1715,1799,1703,1522,1451,1573,1673,1510,1204,1029,821,624,360,192,10060,9918,1128,2030,1,16,4
471_immo,centralweg,24,,3013,bern,2.0,,970,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
1647_flat,chapfstr.,14,,8906,bonstetten,2.5,57,1530,5610,4639,971,2766,2844,318,338,384,310,246,263,319,436,431,445,451,405,331,267,265,202,124,50,25,2435,2566,175,421,0,11,2
586_flat,chaumontweg,20,,3095,spiegel,1.0,,1401,3186,2864,322,1489,1697,145,169,182,138,122,129,150,181,217,229,252,228,210,204,201,177,121,98,33,1336,1450,175,215,0,9,1
320_home,cheerstr.,6,,6014,luzern,3.5,84,1800,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
324_home,cheerstr.,1,,6014,luzern,3.5,115,2300,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
2464_immo,cheerstr.,2,,6014,luzern,1.0,12,600,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
1655_flat,chilestieg,15,,8153,ruemlang,3.0,66,1440,8252,5750,2502,4181,4071,508,482,380,343,468,604,792,677,643,551,532,540,452,372,271,229,203,117,88,3671,3498,348,714,1,14,6
2621_home,chloesterlistr.,92,,8405,winterthur,4.5,155,3990,18295,14588,3707,8826,9469,935,988,1007,965,975,1097,1123,1255,1177,1148,1330,1336,1007,979,929,928,595,352,169,7700,8142,926,1498,1,16,12
2062_home,chrischonastr.,49,,4058,basel,,243,3370,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1497_immo,chrischonastr.,49,,4058,basel,4.5,128,3340,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1566_flat,chuerzistr.,21,,8600,duebendorf,3.0,,1891,27549,17433,10116,13869,13680,1407,1268,1241,1146,1539,2300,2673,2355,2213,2060,2015,1752,1290,1032,998,868,728,447,217,13110,10753,1122,2458,0,90,16
436_immo,chutzenstr.,58,,3007,bern,3.5,101,1850,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
1016_immo,chutzenstr.,61,,3007,bern,3.0,,1550,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
2104_immo,claisstr.,11,,8408,winterthur,3.5,93,2399,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
2712_home,claisstr.,5,,8408,winterthur,4.5,113,2670,16440,11843,4597,8108,8332,947,868,803,747,918,1314,1420,1395,1160,1015,1120,1158,938,674,643,590,390,232,108,7697,6505,660,1534,2,35,7
1127_immo,claragraben,138,,4057,basel,3.0,73,1720,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1971_home,claragraben,60,,4058,basel,2.0,44,1250,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1423_immo,claragraben,82,,4058,basel,2.0,54,1190,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
64_flat,claragraben,82,,4058,basel,3.0,77,1470,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1964_home,claragraben,82,,4058,basel,2.5,55,1200,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1966_home,claragraben,60,,4058,basel,2.0,61,1220,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1474_immo,claragraben,138,,4057,basel,2.5,68,1580,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1995_home,claragraben,82,,4058,basel,3.0,63,1480,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1914_immo,claragraben,60,,4058,basel,1.0,30,1240,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1256_immo,claragraben,49,,4058,basel,4.5,109,2515,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1840_home,claragraben,140,,4057,basel,1.0,27,990,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1909_home,claragraben,138,,4057,basel,2.5,,1590,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1364_immo,claragraben,140,,4057,basel,2.0,,990,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
2051_home,claragraben,49,,4058,basel,2.0,125,2550,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1909_immo,claragraben,60,,4058,basel,1.0,29,1200,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1925_home,claragraben,138,,4057,basel,2.5,57,1730,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1202_immo,clarahofweg,47,,4058,basel,1.5,62,1590,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
2009_home,clarahofweg,47,,4058,basel,3.0,70,1640,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1976_home,clarahofweg,47,,4058,basel,2.5,49,1330,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
2006_home,clarahofweg,47,,4058,basel,3.0,80,1615,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1415_immo,clarahofweg,23,,4058,basel,3.0,78,1540,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1656_immo,clarahofweg,47,,4058,basel,1.5,60,1550,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1652_immo,clarahofweg,23,,4058,basel,5.0,130,2320,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
2049_home,clarahofweg,47,,4058,basel,3.0,68,2500,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1546_immo,clarahofweg,47,,4058,basel,1.0,39,1310,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1813_immo,clarahofweg,47,,4058,basel,1.5,62,1630,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
2055_home,clarahofweg,47,,4058,basel,5.0,122,2898,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1320_immo,clarahofweg,47,,4058,basel,1.0,44,1280,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
2044_home,clarahofweg,23,,4058,basel,3.5,100,2320,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1930_home,claramattweg,1,,4057,basel,3.0,77,1770,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1940_home,claramattweg,1,,4057,basel,3.0,88,1965,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1601_immo,claramattweg,1,,4057,basel,3.5,75,1770,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1443_immo,claramattweg,13,,4057,basel,3.0,60,1390,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1667_immo,claramattweg,1,,4057,basel,3.0,81,1960,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
1578_immo,clarastr.,32,-34,4058,basel,1.0,25,,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1333_immo,clarastr.,1,,4058,basel,3.0,63,1480,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1777_immo,clarastr.,56,,4058,basel,1.0,16,1350,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1996_home,clarastr.,1,,4058,basel,3.0,74,1480,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1997_home,clarastr.,29,,4058,basel,2.5,67,1490,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
1577_immo,clarastr.,32,-34,4058,basel,2.5,80,,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
989_flat,claridenstr.,9,,6003,luzern,3.5,75,2550,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
1659_home,colmarerstr.,31,,4055,basel,2.5,66,1600,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1660_home,colmarerstr.,31,,4055,basel,3.0,72,1640,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1904_immo,colmarerstr.,59,,4055,basel,2.0,41,1890,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1779_home,colmarerstr.,11,,4056,basel,3.0,75,1582,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1658_immo,colmarerstr.,3,,4055,basel,1.5,53,1148,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1671_home,colmarerstr.,77,,4055,basel,3.0,65,1700,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1924_immo,colmarerstr.,59,,4055,basel,2.0,41,1790,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1935_immo,colmarerstr.,78,,4055,basel,3.0,61,1400,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
2103_home,colmarerstr.,3,,4055,basel,3.0,80,2290,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1670_home,colmarerstr.,3,,4055,basel,3.0,69,1690,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1224_immo,colmarerstr.,3,,4055,basel,3.5,88,1690,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1142_immo,colmarerstr.,74,,4055,basel,1.0,32,860,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1728_home,colmarerstr.,11,,4056,basel,1.5,38,1010,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1606_home,colmarerstr.,74,,4055,basel,1.0,30,870,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
1620_home,colmarerstr.,3,,4055,basel,1.5,20,1150,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
239_flat,colmarerweg,18,,4153,reinach,4.5,128,2590,19192,14618,4574,9182,10010,748,860,932,945,964,799,969,1013,1194,1390,1516,1517,1376,1088,1169,1084,840,545,243,7390,8700,1213,1849,1,35,4
357_immo,cramerstr.,8,-12,8004,zuerich,1.0,15,1959,26839,16829,10010,14451,12388,1043,728,579,548,1247,3637,4371,3269,2487,1975,1810,1438,1110,826,648,462,307,208,146,17458,5920,624,2521,4,252,59
1296_flat,cramerstr.,2,-6,8004,zurich,3.0,69,5174,26839,16829,10010,14451,12388,1043,728,579,548,1247,3637,4371,3269,2487,1975,1810,1438,1110,826,648,462,307,208,146,17458,5920,624,2521,4,252,59
1334_flat,cramerstr.,2,-6,8004,zurich,3.0,47,4127,26839,16829,10010,14451,12388,1043,728,579,548,1247,3637,4371,3269,2487,1975,1810,1438,1110,826,648,462,307,208,146,17458,5920,624,2521,4,252,59
1309_flat,cramerstr.,8,-12,8004,zurich,3.0,54,4749,26839,16829,10010,14451,12388,1043,728,579,548,1247,3637,4371,3269,2487,1975,1810,1438,1110,826,648,462,307,208,146,17458,5920,624,2521,4,252,59
195_immo,culmannstr.,31,,8006,zuerich,1.0,13,860,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
795_home,dachslernstr.,85,a,8048,zuerich,1.5,41,2180,29427,18910,10517,15040,14387,1623,1171,1025,952,1412,2852,3659,3091,2468,1986,1787,1777,1365,1038,927,841,694,500,259,15729,9650,1139,2688,2,185,34
258_immo,dachslernstr.,57,,8048,zuerich,2.0,50,1595,29427,18910,10517,15040,14387,1623,1171,1025,952,1412,2852,3659,3091,2468,1986,1787,1777,1365,1038,927,841,694,500,259,15729,9650,1139,2688,2,185,34
807_home,dachslernstr.,49,,8048,zuerich,3.5,82,2620,29427,18910,10517,15040,14387,1623,1171,1025,952,1412,2852,3659,3091,2468,1986,1787,1777,1365,1038,927,841,694,500,259,15729,9650,1139,2688,2,185,34
2665_home,daettnauerstr.,147,,8406,winterthur,5.5,122,2680,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
626_home,dahliastr.,16,,8008,zuerich,2.5,85,3450,16925,10654,6271,8159,8766,835,606,493,532,630,1418,1993,1801,1495,1342,1222,1047,852,708,658,515,388,229,161,9654,5032,525,1581,1,113,19
1011_immo,dalmaziquai,39,,3005,bern,2.0,,1494,4569,3754,815,2201,2368,246,237,211,192,182,285,345,399,342,354,346,327,267,259,195,189,105,45,43,2368,1654,142,383,0,20,2
53_home,dammstr.,17,,6003,luzern,2.0,,1250,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
1031_flat,dammstr.,17,,6003,luzern,3.0,80,1500,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
45_home,dammstr.,17,,6003,luzern,1.0,,1100,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
2291_home,dammweg,27,,3013,bern,3.5,70,1910,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
1552_flat,dammweg,7,,8134,adliswil,1.5,54,1990,19045,11737,7308,9522,9523,1073,1056,939,811,833,1137,1517,1682,1570,1379,1313,1242,944,820,820,803,554,369,183,8436,8169,845,1511,2,67,15
2113_home,dammweg,55,,3013,bern,3.0,80,1800,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
676_home,dangelstr.,21,,8038,zuerich,4.5,,2240,17497,12497,5000,8333,9164,1057,922,691,623,742,1264,1760,1762,1519,1215,1132,999,860,649,596,596,431,375,304,9408,5686,761,1554,1,79,7
1403_flat,dangelweg,1,,8038,zuerich,4.5,,2985,17497,12497,5000,8333,9164,1057,922,691,623,742,1264,1760,1762,1519,1215,1132,999,860,649,596,596,431,375,304,9408,5686,761,1554,1,79,7
821_immo,dapplesweg,14,,3007,bern,3.5,76,1880,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
1893_immo,davidsbodenstr.,66,,4056,basel,2.5,53,1880,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1697_immo,davidsbodenstr.,64,,4056,basel,3.0,69,1790,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1721_home,davidsbodenstr.,14,,4056,basel,1.5,42,950,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1726_home,davidsbodenstr.,5,,4056,basel,1.0,,990,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1759_home,davidsbodenstr.,62,,4056,basel,2.0,45,1450,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1923_immo,davidsbodenstr.,5,,4056,basel,1.0,36,990,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1912_immo,davidsbodenstr.,37,,4056,basel,2.5,70,1450,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1802_home,davidsbodenstr.,64,,4056,basel,3.0,,1790,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
2107_home,davidsbodenstr.,42,,4056,basel,3.0,73,1490,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1251_immo,davidsbodenstr.,62,,4056,basel,2.0,,1440,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1130_immo,davidsbodenstr.,14,,4056,basel,1.0,29,890,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1346_immo,davidsbodenstr.,62,,4056,basel,3.0,,1673,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
2105_home,davidsbodenstr.,30,,4056,basel,1.0,39,1090,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1794_home,davidsbodenstr.,62,,4056,basel,1.0,47,1675,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1933_immo,davidsrain,9,,4056,basel,3.0,68,2790,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1898_immo,davidsrain,9,,4056,basel,1.5,42,1590,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1879_immo,davidsrain,6,,4056,basel,2.5,61,2540,20921,11730,9191,10331,10590,1049,925,823,733,1180,1826,2213,1935,1665,1400,1386,1407,1123,860,741,590,426,347,292,11195,6756,882,1995,1,83,8
1442_home,delsbergerallee,7,,4053,basel,2.5,66,1375,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1449_home,delsbergerallee,92,,4053,basel,1.5,20,1450,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1441_home,delsbergerallee,92,,4053,basel,1.0,15,1350,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
1065_immo,delsbergerallee,60,,4053,basel,3.5,108,2700,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
2320_immo,denkmalstr.,2,,6006,luzern,2.5,42,1250,17425,13867,3558,7969,9456,795,744,696,611,764,985,1184,1271,1169,1053,1176,1236,1046,1022,1033,922,787,546,385,7974,6698,1133,1578,2,29,10
246_immo,dennlerstr.,22,,8047,zuerich,3.5,82,2160,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
214_immo,dennlerstr.,24,,8047,zuerich,4.5,94,2350,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
191_immo,dennlerstr.,22,,8047,zuerich,3.5,87,2180,20694,15204,5490,10199,10495,1401,1122,792,566,739,1515,2197,2197,1873,1454,1242,1096,924,802,849,658,574,424,269,11002,6850,890,1811,2,118,21
