index_scraped,Strasse,Nummer,Letter,Postleitzahl,Ort,Anzahl Zimmer,Flaeche m2,Preis CHF,Total,Schweiz,Ausland,Mann,Frau,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90 und mehr,Ledig,Verheiratet,Verwitwet,Geschieden,Unverheiratet,In eingetrage-ner Partner-schaft,Aufgelöste Partnerschaft
,gesellschaftsstr.,5,,3012,bern,4.0,100,3200,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
,gesellschaftsstr.,38,,3012,bern,1.0,30,1020,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
,gesellschaftsstr.,63,,3012,bern,2.0,52,1450,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
,gesellschaftsstr.,16,,3012,bern,2.5,61,1990,14314,11508,2806,6823,7491,836,550,435,372,612,1543,1970,1554,1150,877,821,839,647,553,507,400,301,195,152,8815,3884,427,1119,1,59,9
,giacomettistr.,35,a,3006,bern,4.5,,1740,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,24,,3006,bern,,12,250,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,24,,3006,bern,1.0,12,250,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,31,a,3006,bern,3.5,86,1725,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,4,,3006,bern,1.0,25,660,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,8,,3006,bern,2.0,45,1370,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,27,a,3006,bern,4.0,95,1910,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giacomettistr.,25,a,3006,bern,1.5,,1350,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giblenstr.,57,,8049,zuerich,3.5,112,3390,23603,17612,5991,11546,12057,1337,1239,997,860,1216,1578,1958,2176,1907,1677,1590,1393,1169,1019,978,941,699,517,352,12444,8017,1072,1929,1,123,17
,giblenstr.,57,,8049,zuerich,4.5,102,3390,23603,17612,5991,11546,12057,1337,1239,997,860,1216,1578,1958,2176,1907,1677,1590,1393,1169,1019,978,941,699,517,352,12444,8017,1072,1929,1,123,17
,gibraltarstr.,13,,6003,luzern,1.0,,1100,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,gibraltarstr.,7,,6003,luzern,2.5,,1140,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,gibraltarstr.,31,,6003,luzern,3.5,108,2050,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,gibraltarstr.,30,,6003,luzern,3.5,85,2060,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,gibraltarstr.,28,,6003,luzern,3.0,80,1750,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,gibraltarstr.,31,,6003,luzern,,108,2050,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,gibraltarstr.,3,,6003,luzern,1.0,,1000,16950,11761,5189,8570,8380,675,446,383,564,1397,2447,2346,1669,1144,998,963,980,791,614,533,392,318,180,110,10712,4239,512,1414,1,62,10
,giessereistr.,12,,8005,zuerich,2.5,282,7500,15382,10386,4996,8496,6886,703,493,416,347,521,1740,2580,1928,1530,1224,1133,909,638,406,312,224,123,91,64,10004,3674,266,1168,2,219,48
,giessereistr.,12,,8005,zuerich,5.0,345,8900,15382,10386,4996,8496,6886,703,493,416,347,521,1740,2580,1928,1530,1224,1133,909,638,406,312,224,123,91,64,10004,3674,266,1168,2,219,48
,giessliweg,58,a,4057,basel,3.0,99,2980,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
,giessliweg,58,a,4057,basel,3.5,132,3170,27037,13502,13535,13886,13151,1261,1128,1065,1012,1442,2371,2801,2479,2020,1793,1816,1864,1643,1280,1045,809,599,384,225,13762,9248,1098,2802,5,100,19
,gigonweg,1,,3027,bern,3.5,67,1910,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
,gigonweg,19,,3027,bern,2.5,74,1620,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
,gigonweg,19,,3027,bern,,74,1620,13359,7821,5538,6611,6748,743,668,607,583,826,1032,1109,972,874,783,875,912,841,663,605,568,362,225,111,6108,5226,686,1300,2,32,3
,gilgenbergerstr.,9,,4053,basel,3.5,77,1540,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gilgenbergerstr.,13,,4053,basel,3.5,,1980,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gilgenbergstr.,6,,4053,basel,5.5,135,3210,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gilgenbergstr.,6,,4053,basel,4.5,,3375,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,ginsterweg,16,,3006,bern,3.5,82,1490,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,ginsterweg,16,,3006,bern,3.5,82,1590,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,giornicostr.,144,b,4059,basel,3.5,98,2040,6596,5033,1563,3137,3459,351,479,427,350,275,150,245,364,475,522,531,498,405,376,344,292,218,155,139,2789,2976,373,430,0,27,1
,girhaldenstr.,36,,8048,zuerich,3.0,61,1690,29427,18910,10517,15040,14387,1623,1171,1025,952,1412,2852,3659,3091,2468,1986,1787,1777,1365,1038,927,841,694,500,259,15729,9650,1139,2688,2,185,34
,glattalstr.,163,,8052,zuerich,1.5,27,1590,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,glatttalstr.,79,,8052,zuerich,2.5,,2160,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,glatttalstr.,16,,8052,zuerich,3.0,,1600,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,glatttalstr.,58,,8052,zuerich,4.0,82,1990,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,glatttalstr.,114,,8052,zuerich,3.5,92,2044,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,glatttalstr.,163,,8052,zuerich,1.5,27,1590,20193,12422,7771,10329,9864,1198,1133,886,822,1229,1697,2009,1784,1666,1377,1319,1209,916,818,676,614,413,283,144,9891,7558,706,1941,1,83,12
,glaubtenstr.,30,,8046,zuerich,4.5,90,2540,25505,17085,8420,12680,12825,1487,1594,1295,1137,1592,2075,2308,2106,2057,1764,1594,1511,1196,989,849,741,585,414,211,12534,9620,992,2259,3,80,16
,gloriastr.,88,,8044,zuerich,3.0,85,2650,11174,7642,3532,5364,5810,626,655,657,492,496,533,733,799,951,904,878,741,582,507,472,489,347,200,112,5443,4418,420,811,0,77,5
,goeschenenstr.,15,,4054,basel,2.0,57,1425,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,goeschenenstr.,15,,4054,basel,3.0,65,1460,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,goeschenenstr.,44,,4054,basel,3.5,125,3580,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gottfriedkeller-str.,1,,4054,basel,4.5,86,2090,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gottfriedkeller-str.,77,,8400,winterthur,3.5,72,1635,40541,31889,8652,19923,20618,1972,1774,1706,1554,2258,4048,4257,3338,2832,2529,2738,2590,2036,1640,1453,1299,1073,827,617,21350,13547,1903,3606,1,117,17
,gottfriedkeller-str.,1,,4054,basel,1.0,82,1990,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthardstr.,63,,4054,basel,3.0,60,1726,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,2.0,50,1316,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,10,,4054,basel,2.5,57,1600,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,1.0,30,890,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,1.0,25,1030,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,2.0,52,1220,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,10,,4054,basel,3.0,66,1600,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,1.0,30,880,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,1.0,34,1000,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,gotthelfstr.,96,,4054,basel,1.0,34,985,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,goumoënsstr.,41,,3007,bern,3.0,,1540,15835,12171,3664,7728,8107,855,589,451,383,809,1899,2342,1732,1278,1006,974,893,665,534,494,369,265,157,140,9910,4177,442,1221,1,68,16
,grabenstr.,13,,6004,luzern,1.5,106,2100,9445,7274,2171,4533,4912,402,321,383,328,528,892,973,822,735,694,693,580,516,445,367,288,211,158,109,5417,2818,349,815,0,42,3
,grabenstr.,7,,6004,luzern,1.0,21,1250,9445,7274,2171,4533,4912,402,321,383,328,528,892,973,822,735,694,693,580,516,445,367,288,211,158,109,5417,2818,349,815,0,42,3
,graebligasse,3,,8001,zuerich,1.0,14,920,5403,3702,1701,2874,2529,152,129,131,139,296,588,606,495,393,322,387,382,317,277,256,263,138,70,62,3173,1416,169,568,0,65,11
,granitweg,6,,8006,zuerich,1.0,20,1490,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,granitweg,6,,8006,zuerich,1.0,,1490,18336,12771,5565,9032,9304,969,756,679,562,889,1732,2331,1840,1581,1327,1276,1020,782,659,608,553,343,252,177,11183,5239,480,1261,1,147,25
,greifengasse,17,,4058,basel,5.5,135,4600,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,greifenseestr.,35,,8050,zuerich,3.5,87,2700,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,grellingerstr.,41,,4052,basel,2.0,55,1490,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grellingerstr.,42,,4052,basel,3.0,72,1625,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grellingerstr.,44,,4052,basel,4.0,94,2000,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grenzacherstr.,65,,4058,basel,2.0,48,1430,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,91,,4058,basel,1.5,32,1200,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,30,a,4058,basel,3.0,92,2309,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,4,,4058,basel,1.5,63,1690,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,65,,4058,basel,2.0,,1430,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,65,,4058,basel,1.5,51,1435,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,4,,4058,basel,2.0,66,1695,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzacherstr.,30,a,4058,basel,5.0,130,2320,25949,15973,9976,12917,13032,1401,1212,1036,988,1187,2099,2639,2512,2015,1573,1655,1609,1395,1203,1092,915,681,442,295,12920,9307,1161,2457,3,92,9
,grenzstr.,7,,8406,winterthur,4.5,,2450,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
,grenzstr.,44,,8406,winterthur,3.0,65,1500,13587,9203,4384,6879,6708,772,755,695,595,898,1240,1311,1196,1020,938,947,875,751,501,402,324,215,109,43,6789,5202,411,1152,1,28,4
,greyerzstr.,47,,3013,bern,2.5,,1575,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,greyerzstr.,101,,3013,bern,2.5,55,1495,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,greyerzstr.,46,,3013,bern,7.0,159,4100,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,greyerzstr.,31,,3013,bern,3.5,,1620,10971,8928,2043,5320,5651,590,436,325,320,480,1133,1342,1164,932,737,668,585,523,419,339,356,250,228,144,6737,2820,412,948,0,46,8
,grienstr.,99,,4055,basel,2.0,44,1260,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
,grienstr.,99,,4055,basel,2.0,53,1260,21957,13699,8258,10500,11457,1105,1030,821,854,1124,1778,2099,1800,1568,1369,1558,1543,1320,987,913,762,579,471,276,11158,7244,1065,2392,4,84,10
,grimselstr.,10,,4054,basel,2.0,64,1054,18804,14238,4566,8709,10095,922,893,834,705,780,1113,1422,1368,1320,1228,1316,1446,1291,1037,951,849,574,473,282,8936,7006,938,1846,0,68,10
,grimselweg,8,,6005,luzern,3.5,83,2065,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,grimselweg,12,,6005,luzern,3.0,67,1400,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,grossmannstr.,30,,8049,zuerich,4.0,98,2630,23603,17612,5991,11546,12057,1337,1239,997,860,1216,1578,1958,2176,1907,1677,1590,1393,1169,1019,978,941,699,517,352,12444,8017,1072,1929,1,123,17
,grossmatte,2,i,6014,luzern,3.5,97,2040,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,grossmatte,2,i,6014,luzern,3.5,96,2040,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,grosspeterstr.,9,,4052,basel,3.0,61,1465,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosspeterstr.,47,,4052,basel,2.0,38,1000,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosspeterstr.,11,,4052,basel,3.0,61,1530,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosspeterstr.,23,,4052,basel,3.5,,2400,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosspeterstr.,25,,4052,basel,2.5,,1980,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosspeterstr.,45,b,4052,basel,3.0,73,1495,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosspeterstr.,45,a,4052,basel,3.0,72,1495,21373,13875,7498,9950,11423,1037,898,821,705,850,1359,1769,1761,1595,1453,1353,1424,1143,1030,1025,1023,899,676,552,9700,7905,1486,2153,3,115,11
,grosswiesenstr.,165,,8051,zuerich,4.5,112,3032,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,grosswiesenstr.,166,,8051,zuerich,3.0,70,1490,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,grosswiesenstr.,153,,8051,zuerich,2.0,55,1520,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,grosswiesenstr.,63,,8051,zuerich,3.0,56,1635,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,grosswiesenstr.,142,,8051,zuerich,2.0,50,1500,22582,13610,8972,11159,11423,1290,1151,952,928,1417,2166,2292,1894,1722,1419,1384,1313,1115,914,758,632,542,403,290,10968,8130,1017,2383,2,67,15
,gruenauring,19,,6014,luzern,3.5,87,1890,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,gruenauring,13,,6014,luzern,3.5,73,1400,9868,6699,3169,4886,4982,530,517,536,521,663,764,750,715,669,624,666,710,626,460,443,314,208,121,31,4385,4362,400,700,1,16,4
,grueneggstr.,3,,6005,luzern,3.0,76,1580,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,grueneggstr.,10,,6005,luzern,3.5,72,1725,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,grueneggstr.,16,,6005,luzern,3.0,63,1480,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,gruenhaldenstr.,9,,8050,zuerich,2.0,40,1450,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,gryphenhuebeliweg,26,,3006,bern,4.0,93,2600,18851,15242,3609,8814,10037,923,956,907,782,756,1161,1349,1518,1376,1332,1365,1408,1162,967,940,793,528,360,268,9414,6760,843,1729,0,91,13
,gubelstr.,19,,8050,zuerich,3.5,,3336,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,gubelstr.,64,,8050,zuerich,1.5,25,1980,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,gueetliweg,5,,8050,zuerich,2.0,47,1425,29132,18270,10862,14904,14228,1640,1461,1297,1213,1543,3236,3651,2981,2439,1974,1729,1519,1111,868,724,619,482,370,275,16196,9608,892,2261,3,152,20
,gueterstr.,199,,4053,basel,1.5,34,1070,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,283,,4053,basel,2.5,,1300,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,94,,4053,basel,3.0,73,1630,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,166,,4053,basel,4.0,80,1780,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,79,,4053,basel,1.0,43,1265,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,112,,4053,basel,3.0,70,1449,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,177,,4053,basel,2.0,54,1455,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,237,,4053,basel,3.0,90,2270,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,199,,4053,basel,2.5,48,1320,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,2,b,6005,luzern,2.5,69,1840,22778,19185,3593,10764,12014,1148,943,781,746,974,1766,2242,1985,1645,1376,1479,1532,1238,1067,1052,995,822,635,352,11661,7731,1278,2034,0,64,9
,gueterstr.,239,,4053,basel,3.0,62,1820,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,317,,4053,basel,3.5,65,1530,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,246,,4053,basel,1.0,80,1670,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
,gueterstr.,239,,4053,basel,3.5,70,1800,21396,13168,8228,10499,10897,1100,787,665,685,1050,2011,2377,2066,1586,1330,1430,1417,1226,949,868,665,537,394,253,11287,7064,917,2027,1,89,11
