city,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.5
basel,171.0,111.0,276.0,262.0,380.0,255.0,69.0,75.0,12.0,18.0,4.0,8.0,2.0,3.0,
bern,88.0,34.0,113.0,132.0,138.0,123.0,31.0,42.0,6.0,9.0,,2.0,2.0,1.0,
luzern,49.0,23.0,49.0,105.0,62.0,130.0,40.0,46.0,2.0,9.0,,,,3.0,1.0
winterthur,33.0,27.0,29.0,51.0,56.0,111.0,29.0,53.0,3.0,9.0,,4.0,,1.0,
zuerich,133.0,79.0,79.0,194.0,85.0,173.0,29.0,68.0,6.0,7.0,3.0,2.0,1.0,,
